workspace,name,version,license,direct,homepage,repository,path
"server","browserify-zlib","0.2.0","MIT","false","https://github.com/devongovett/browserify-zlib","git+https://github.com/devongovett/browserify-zlib.git","server/node_modules/browserify-zlib"
"client","browserslist","4.28.2","MIT","false","","browserslist/browserslist","node_modules/browserslist"
"server","browserslist","4.28.2","MIT","false","","browserslist/browserslist","server/node_modules/browserslist"
"client","buefy","0.8.20","MIT","true","https://buefy.org","https://github.com/buefy/buefy.git","node_modules/buefy"
"client","buffer","5.7.1","MIT","false","https://github.com/feross/buffer","git://github.com/feross/buffer.git","node_modules/buffer"
"client","buffer-from","1.1.2","MIT","false","","LinusU/buffer-from","node_modules/buffer-from"
"server","buffer-from","1.1.2","MIT","false","","LinusU/buffer-from","server/node_modules/buffer-from"
"client","buffer-json","2.0.0","MIT","false","https://github.com/jprichardson/buffer-json#readme","git+https://github.com/jprichardson/buffer-json.git","node_modules/buffer-json"
"server","bull","4.16.5","MIT","true","","git://github.com/OptimalBits/bull.git","server/node_modules/bull"
"client","bulma","0.9.4","MIT","true","https://bulma.io","git+https://github.com/jgthms/bulma.git","node_modules/bulma"
"client","bulma-extensions","2.2.2","MIT","true","https://github.com/Wikiki/bulma-extensions#readme","https://github.com/Wikiki/bulma-extensions.git","node_modules/bulma-extensions"
"client","busboy","0.3.1","MIT","false","","http://github.com/mscdex/busboy.git","node_modules/busboy"
"client","byline","5.0.0","MIT","false","https://github.com/jahewson/node-byline","https://github.com/jahewson/node-byline","node_modules/byline"
"client","bytes","3.1.2","MIT","false","","visionmedia/bytes.js","node_modules/bytes"
"server","bytes","3.1.2","MIT","false","","visionmedia/bytes.js","server/node_modules/bytes"
"server","c12","3.1.0","MIT","false","","unjs/c12","server/node_modules/c12"
"client","cache-base","1.0.1","MIT","false","https://github.com/jonschlinkert/cache-base","jonschlinkert/cache-base","node_modules/cache-base"
"client","cache-loader","4.1.0","MIT","true","https://github.com/webpack-contrib/cache-loader","webpack-contrib/cache-loader","node_modules/cache-loader"
"client","call-bind","1.0.9","MIT","false","https://github.com/ljharb/call-bind#readme","git+https://github.com/ljharb/call-bind.git","node_modules/call-bind"
"server","call-bind","1.0.9","MIT","false","https://github.com/ljharb/call-bind#readme","git+https://github.com/ljharb/call-bind.git","server/node_modules/call-bind"
"client","call-bind-apply-helpers","1.0.2","MIT","false","https://github.com/ljharb/call-bind-apply-helpers#readme","git+https://github.com/ljharb/call-bind-apply-helpers.git","node_modules/call-bind-apply-helpers"
"server","call-bind-apply-helpers","1.0.2","MIT","false","https://github.com/ljharb/call-bind-apply-helpers#readme","git+https://github.com/ljharb/call-bind-apply-helpers.git","server/node_modules/call-bind-apply-helpers"
"client","call-bound","1.0.4","MIT","false","https://github.com/ljharb/call-bound#readme","git+https://github.com/ljharb/call-bound.git","node_modules/call-bound"
"server","call-bound","1.0.4","MIT","false","https://github.com/ljharb/call-bound#readme","git+https://github.com/ljharb/call-bound.git","server/node_modules/call-bound"
"client","callsites","3.1.0","MIT","false","","sindresorhus/callsites","node_modules/callsites"
"server","callsites","3.1.0","MIT","false","","sindresorhus/callsites","server/node_modules/callsites"
"client","camel-case","4.1.2","MIT","false","https://github.com/blakeembrey/change-case/tree/master/packages/camel-case#readme","git://github.com/blakeembrey/change-case.git","node_modules/camel-case"
"client","camelcase","5.3.1","MIT","false","","sindresorhus/camelcase","node_modules/camelcase"
"server","camelcase","5.3.1","MIT","false","","sindresorhus/camelcase","server/node_modules/camelcase"
"client","caniuse-api","3.0.0","MIT","false","","https://github.com/nyalab/caniuse-api.git","node_modules/caniuse-api"
"client","capital-case","1.0.4","MIT","false","https://github.com/blakeembrey/change-case/tree/master/packages/capital-case#readme","git://github.com/blakeembrey/change-case.git","node_modules/capital-case"
"client","capture-stack-trace","1.0.2","MIT","false","","sindresorhus/capture-stack-trace","node_modules/capture-stack-trace"
"client","cardinal","2.1.1","MIT","false","","git://github.com/thlorenz/cardinal.git","node_modules/cardinal"
"client","case-sensitive-paths-webpack-plugin","2.4.0","MIT","false","https://github.com/Urthen/case-sensitive-paths-webpack-plugin#readme","git+https://github.com/Urthen/case-sensitive-paths-webpack-plugin.git","node_modules/case-sensitive-paths-webpack-plugin"
"client","chalk","3.0.0","MIT","false","","chalk/chalk","node_modules/chalk"
"server","chalk","2.4.2","MIT","false","","chalk/chalk","server/node_modules/chalk"
"client","change-case","4.1.2","MIT","false","https://github.com/blakeembrey/change-case/tree/master/packages/camel-case#readme","git://github.com/blakeembrey/change-case.git","node_modules/change-case"
"client","char-regex","1.0.2","MIT","false","","https://github.com/Richienb/char-regex.git","node_modules/char-regex"
"server","char-regex","1.0.2","MIT","false","","https://github.com/Richienb/char-regex.git","server/node_modules/char-regex"
"server","chardet","0.7.0","MIT","false","https://github.com/runk/node-chardet","git@github.com:runk/node-chardet.git","server/node_modules/chardet"
"client","chokidar","3.6.0","MIT","false","https://github.com/paulmillr/chokidar","git+https://github.com/paulmillr/chokidar.git","node_modules/chokidar"
"server","chokidar","3.6.0","MIT","false","https://github.com/paulmillr/chokidar","git+https://github.com/paulmillr/chokidar.git","server/node_modules/chokidar"
"client","chrome-trace-event","1.0.4","MIT","false","","github:samccone/chrome-trace-event","node_modules/chrome-trace-event"
"client","ci-info","3.9.0","MIT","false","https://github.com/watson/ci-info","https://github.com/watson/ci-info.git","node_modules/ci-info"
"server","ci-info","3.9.0","MIT","false","https://github.com/watson/ci-info","https://github.com/watson/ci-info.git","server/node_modules/ci-info"
"client","circular-json","0.5.9","MIT","false","https://github.com/WebReflection/circular-json","git://github.com/WebReflection/circular-json.git","node_modules/circular-json"
"server","citty","0.1.6","MIT","false","","unjs/citty","server/node_modules/citty"
"client","cjs-module-lexer","1.4.3","MIT","false","https://github.com/nodejs/cjs-module-lexer#readme","git+https://github.com/nodejs/cjs-module-lexer.git","node_modules/cjs-module-lexer"
"server","cjs-module-lexer","1.4.3","MIT","false","https://github.com/nodejs/cjs-module-lexer#readme","git+https://github.com/nodejs/cjs-module-lexer.git","server/node_modules/cjs-module-lexer"
"client","class-utils","0.3.6","MIT","false","https://github.com/jonschlinkert/class-utils","jonschlinkert/class-utils","node_modules/class-utils"
"client","clean-css","5.3.3","MIT","false","https://github.com/clean-css/clean-css","https://github.com/clean-css/clean-css.git","node_modules/clean-css"
"client","clean-stack","3.0.1","MIT","false","","sindresorhus/clean-stack","node_modules/clean-stack"
"client","cli-boxes","1.0.0","MIT","false","","sindresorhus/cli-boxes","node_modules/cli-boxes"
"client","cli-cursor","1.0.2","MIT","false","","sindresorhus/cli-cursor","node_modules/cli-cursor"
"server","cli-cursor","2.1.0","MIT","false","","sindresorhus/cli-cursor","server/node_modules/cli-cursor"
"client","cli-progress","3.12.0","MIT","false","https://github.com/npkgz/cli-progress","npkgz/cli-progress","node_modules/cli-progress"
"client","cli-spinners","2.9.2","MIT","false","","sindresorhus/cli-spinners","node_modules/cli-spinners"
"client","cli-truncate","0.2.1","MIT","false","","sindresorhus/cli-truncate","node_modules/cli-truncate"
"client","cli-ux","6.0.9","MIT","false","https://github.com/oclif/cli-ux","oclif/cli-ux","node_modules/cli-ux"
"client","clipboard","2.0.11","MIT","false","https://clipboardjs.com","zenorocha/clipboard.js","node_modules/clipboard"
"client","clipboardy","2.3.0","MIT","false","","sindresorhus/clipboardy","node_modules/clipboardy"
"client","clone","2.1.2","MIT","false","","git://github.com/pvorb/node-clone.git","node_modules/clone"
"server","clone","1.0.4","MIT","false","","git://github.com/pvorb/node-clone.git","server/node_modules/clone"
"client","clone-deep","4.0.1","MIT","false","https://github.com/jonschlinkert/clone-deep","jonschlinkert/clone-deep","node_modules/clone-deep"
"client","co","4.6.0","MIT","false","","tj/co","node_modules/co"
"server","co","4.6.0","MIT","false","","tj/co","server/node_modules/co"
"client","code-point-at","1.1.0","MIT","false","","sindresorhus/code-point-at","node_modules/code-point-at"
"server","code-point-at","1.1.0","MIT","false","","sindresorhus/code-point-at","server/node_modules/code-point-at"
"client","collect-v8-coverage","1.0.3","MIT","false","","SimenB/collect-v8-coverage","node_modules/collect-v8-coverage"
"server","collect-v8-coverage","1.0.3","MIT","false","","SimenB/collect-v8-coverage","server/node_modules/collect-v8-coverage"
"client","collection-visit","1.0.0","MIT","false","https://github.com/jonschlinkert/collection-visit","jonschlinkert/collection-visit","node_modules/collection-visit"
"client","color-convert","2.0.1","MIT","false","","Qix-/color-convert","node_modules/color-convert"
"server","color-convert","1.9.3","MIT","false","","Qix-/color-convert","server/node_modules/color-convert"
"client","color-name","1.1.4","MIT","false","https://github.com/colorjs/color-name","git@github.com:colorjs/color-name.git","node_modules/color-name"
"server","color-name","1.1.3","MIT","false","https://github.com/dfcreative/color-name","git@github.com:dfcreative/color-name.git","server/node_modules/color-name"
"client","colord","2.9.3","MIT","false","","omgovich/colord","node_modules/colord"
"client","colorette","2.0.20","MIT","false","","jorgebucaran/colorette","node_modules/colorette"
"client","colors","1.0.3","MIT","false","https://github.com/Marak/colors.js","http://github.com/Marak/colors.js.git","node_modules/colors"
"client","combined-stream","1.0.8","MIT","false","https://github.com/felixge/node-combined-stream","git://github.com/felixge/node-combined-stream.git","node_modules/combined-stream"
"server","combined-stream","1.0.8","MIT","false","https://github.com/felixge/node-combined-stream","git://github.com/felixge/node-combined-stream.git","server/node_modules/combined-stream"
"client","commander","8.3.0","MIT","false","","https://github.com/tj/commander.js.git","node_modules/commander"
"client","common-tags","1.8.2","MIT","false","https://github.com/zspecza/common-tags","https://github.com/zspecza/common-tags","node_modules/common-tags"
"client","commondir","1.0.1","MIT","false","","http://github.com/substack/node-commondir.git","node_modules/commondir"
"client","component-emitter","1.3.1","MIT","false","","https://github.com/sindresorhus/component-emitter.git","node_modules/component-emitter"
"client","compressible","2.0.18","MIT","false","","jshttp/compressible","node_modules/compressible"
"client","compression","1.8.1","MIT","false","","expressjs/compression","node_modules/compression"
"client","concat-map","0.0.1","MIT","false","","git://github.com/substack/node-concat-map.git","node_modules/concat-map"
"server","concat-map","0.0.1","MIT","false","","git://github.com/substack/node-concat-map.git","server/node_modules/concat-map"
"client","condense-newlines","0.2.1","MIT","false","https://github.com/jonschlinkert/condense-newlines","jonschlinkert/condense-newlines","node_modules/condense-newlines"
"server","confbox","0.2.4","MIT","false","","unjs/confbox","server/node_modules/confbox"
"client","connect-history-api-fallback","2.0.0","MIT","false","","http://github.com/bripkens/connect-history-api-fallback.git","node_modules/connect-history-api-fallback"
"server","consola","3.4.2","MIT","false","","unjs/consola","server/node_modules/consola"
"client","consolidate","0.15.1","MIT","false","https://github.com/tj/consolidate.js","tj/consolidate.js","node_modules/consolidate"
"client","constant-case","3.0.4","MIT","false","https://github.com/blakeembrey/change-case/tree/master/packages/constant-case#readme","git://github.com/blakeembrey/change-case.git","node_modules/constant-case"
"client","content-disposition","0.5.4","MIT","false","","jshttp/content-disposition","node_modules/content-disposition"
"server","content-disposition","0.5.4","MIT","false","","jshttp/content-disposition","server/node_modules/content-disposition"
"client","content-type","1.0.5","MIT","false","","jshttp/content-type","node_modules/content-type"
"server","content-type","1.0.5","MIT","false","","jshttp/content-type","server/node_modules/content-type"
"client","convert-source-map","2.0.0","MIT","false","https://github.com/thlorenz/convert-source-map","git://github.com/thlorenz/convert-source-map.git","node_modules/convert-source-map"
"server","convert-source-map","2.0.0","MIT","false","https://github.com/thlorenz/convert-source-map","git://github.com/thlorenz/convert-source-map.git","server/node_modules/convert-source-map"
"client","cookie","0.7.2","MIT","false","","jshttp/cookie","node_modules/cookie"
"server","cookie","0.7.2","MIT","false","","jshttp/cookie","server/node_modules/cookie"
"client","cookie-signature","1.0.7","MIT","false","","https://github.com/visionmedia/node-cookie-signature.git","node_modules/cookie-signature"
"server","cookie-signature","1.0.7","MIT","false","","https://github.com/visionmedia/node-cookie-signature.git","server/node_modules/cookie-signature"
"client","copy-descriptor","0.1.1","MIT","false","https://github.com/jonschlinkert/copy-descriptor","jonschlinkert/copy-descriptor","node_modules/copy-descriptor"
"client","copy-webpack-plugin","9.1.0","MIT","false","https://github.com/webpack-contrib/copy-webpack-plugin","webpack-contrib/copy-webpack-plugin","node_modules/copy-webpack-plugin"
"client","core-js","3.49.0","MIT","true","https://core-js.io","git+https://github.com/zloirock/core-js.git","node_modules/core-js"
"client","core-js-compat","3.49.0","MIT","false","https://core-js.io","git+https://github.com/zloirock/core-js.git","node_modules/core-js-compat"
"client","core-js-pure","3.49.0","MIT","false","https://core-js.io","git+https://github.com/zloirock/core-js.git","node_modules/core-js-pure"
"client","core-util-is","1.0.3","MIT","false","","git://github.com/isaacs/core-util-is","node_modules/core-util-is"
"server","core-util-is","1.0.2","MIT","false","","git://github.com/isaacs/core-util-is","server/node_modules/core-util-is"
"client","cors","2.8.6","MIT","false","","expressjs/cors","node_modules/cors"
"server","cors","2.8.6","MIT","true","","expressjs/cors","server/node_modules/cors"
"client","corser","2.0.1","MIT","false","","https://github.com/agrueneberg/Corser.git","node_modules/corser"
"client","cosmiconfig","4.0.0","MIT","false","https://github.com/davidtheclark/cosmiconfig#readme","git+https://github.com/davidtheclark/cosmiconfig.git","node_modules/cosmiconfig"
"client","create-error-class","3.0.2","MIT","false","","floatdrop/create-error-class","node_modules/create-error-class"
"server","create-jest","29.7.0","MIT","false","","https://github.com/jestjs/jest.git","server/node_modules/create-jest"
"client","create-require","1.1.1","MIT","false","","nuxt-contrib/create-require","node_modules/create-require"
"server","create-require","1.1.1","MIT","false","","nuxt-contrib/create-require","server/node_modules/create-require"
"server","cron-parser","4.9.0","MIT","false","","https://github.com/harrisiirak/cron-parser.git","server/node_modules/cron-parser"
"server","cross-inspect","1.0.1","MIT","false","","ardatan/graphql-tools","server/node_modules/cross-inspect"
"client","cross-spawn","7.0.6","MIT","false","https://github.com/moxystudio/node-cross-spawn","git@github.com:moxystudio/node-cross-spawn.git","node_modules/cross-spawn"
"server","cross-spawn","6.0.6","MIT","false","https://github.com/moxystudio/node-cross-spawn","git@github.com:moxystudio/node-cross-spawn.git","server/node_modules/cross-spawn"
"server","crypto-js","4.2.0","MIT","false","http://github.com/brix/crypto-js","http://github.com/brix/crypto-js.git","server/node_modules/crypto-js"
"client","crypto-random-string","1.0.0","MIT","false","","sindresorhus/crypto-random-string","node_modules/crypto-random-string"
"client","css","2.2.4","MIT","false","","https://github.com/reworkcss/css.git","node_modules/css"
"client","css-loader","6.11.0","MIT","false","https://github.com/webpack-contrib/css-loader","webpack-contrib/css-loader","node_modules/css-loader"
"client","css-minimizer-webpack-plugin","3.4.1","MIT","false","https://github.com/webpack-contrib/css-minimizer-webpack-plugin","webpack-contrib/css-minimizer-webpack-plugin","node_modules/css-minimizer-webpack-plugin"
"client","css-tree","1.1.3","MIT","false","","csstree/csstree","node_modules/css-tree"
"client","cssesc","3.0.0","MIT","false","https://mths.be/cssesc","https://github.com/mathiasbynens/cssesc.git","node_modules/cssesc"
"client","cssfilter","0.0.10","MIT","false","https://github.com/leizongmin/js-css-filter","https://github.com/leizongmin/js-css-filter.git","node_modules/cssfilter"
"client","cssnano","5.1.15","MIT","false","https://github.com/cssnano/cssnano","cssnano/cssnano","node_modules/cssnano"
"client","cssnano-preset-default","5.2.14","MIT","false","https://github.com/cssnano/cssnano","cssnano/cssnano","node_modules/cssnano-preset-default"
"client","cssnano-utils","3.1.0","MIT","false","https://github.com/cssnano/cssnano","cssnano/cssnano","node_modules/cssnano-utils"
"client","csso","4.2.0","MIT","false","https://github.com/css/csso","css/csso","node_modules/csso"
"client","cssom","0.4.4","MIT","false","","NV/CSSOM","node_modules/cssom"
"client","cssstyle","2.3.0","MIT","false","https://github.com/jsdom/cssstyle","jsdom/cssstyle","node_modules/cssstyle"
"client","csstype","3.2.3","MIT","false","","https://github.com/frenic/csstype","node_modules/csstype"
"server","dashdash","1.14.1","MIT","false","","git://github.com/trentm/node-dashdash.git","server/node_modules/dashdash"
"client","data-urls","2.0.0","MIT","false","","jsdom/data-urls","node_modules/data-urls"
"client","data-view-buffer","1.0.2","MIT","false","https://github.com/inspect-js/data-view-buffer#readme","git+https://github.com/inspect-js/data-view-buffer.git","node_modules/data-view-buffer"
"server","data-view-buffer","1.0.2","MIT","false","https://github.com/inspect-js/data-view-buffer#readme","git+https://github.com/inspect-js/data-view-buffer.git","server/node_modules/data-view-buffer"
"client","data-view-byte-length","1.0.2","MIT","false","https://github.com/inspect-js/data-view-byte-length#readme","git+https://github.com/inspect-js/data-view-byte-length.git","node_modules/data-view-byte-length"
"server","data-view-byte-length","1.0.2","MIT","false","https://github.com/inspect-js/data-view-byte-length#readme","git+https://github.com/inspect-js/data-view-byte-length.git","server/node_modules/data-view-byte-length"
"client","data-view-byte-offset","1.0.1","MIT","false","https://github.com/inspect-js/data-view-byte-offset#readme","git+https://github.com/inspect-js/data-view-byte-offset.git","node_modules/data-view-byte-offset"
"server","data-view-byte-offset","1.0.1","MIT","false","https://github.com/inspect-js/data-view-byte-offset#readme","git+https://github.com/inspect-js/data-view-byte-offset.git","server/node_modules/data-view-byte-offset"
"client","date-fns","1.30.1","MIT","false","","https://github.com/date-fns/date-fns","node_modules/date-fns"
"client","de-indent","1.0.2","MIT","false","https://github.com/yyx990803/de-indent#readme","git+https://github.com/yyx990803/de-indent.git","node_modules/de-indent"
"client","deasync","0.1.31","MIT","false","https://github.com/abbr/deasync","https://github.com/abbr/deasync.git","node_modules/deasync"
"client","debounce","1.2.1","MIT","false","","git://github.com/component/debounce","node_modules/debounce"
"client","debug","4.4.3","MIT","false","","git://github.com/debug-js/debug.git","node_modules/debug"
"server","debug","2.6.9","MIT","false","","git://github.com/visionmedia/debug.git","server/node_modules/debug"
"client","decimal.js","10.6.0","MIT","false","","https://github.com/MikeMcl/decimal.js.git","node_modules/decimal.js"
"client","decode-uri-component","0.2.2","MIT","false","","SamVerschueren/decode-uri-component","node_modules/decode-uri-component"
"client","dedent","0.7.0","MIT","false","https://github.com/dmnd/dedent","git://github.com/dmnd/dedent.git","node_modules/dedent"
"server","dedent","1.7.2","MIT","false","https://github.com/dmnd/dedent","https://github.com/dmnd/dedent","server/node_modules/dedent"
"server","deep-equal","1.1.2","MIT","false","","http://github.com/inspect-js/node-deep-equal.git","server/node_modules/deep-equal"
"client","deep-extend","0.6.0","MIT","false","https://github.com/unclechu/node-deep-extend","git://github.com/unclechu/node-deep-extend.git","node_modules/deep-extend"
"server","deep-extend","0.6.0","MIT","false","https://github.com/unclechu/node-deep-extend","git://github.com/unclechu/node-deep-extend.git","server/node_modules/deep-extend"
"client","deep-is","0.1.4","MIT","false","","http://github.com/thlorenz/deep-is.git","node_modules/deep-is"
"server","deep-is","0.1.4","MIT","false","","http://github.com/thlorenz/deep-is.git","server/node_modules/deep-is"
"client","deepmerge","4.3.1","MIT","false","https://github.com/TehShrike/deepmerge","git://github.com/TehShrike/deepmerge.git","node_modules/deepmerge"
"server","deepmerge","4.2.2","MIT","false","https://github.com/TehShrike/deepmerge","git://github.com/TehShrike/deepmerge.git","server/node_modules/deepmerge"
"client","defaults","1.0.4","MIT","false","","git://github.com/sindresorhus/node-defaults.git","node_modules/defaults"
"client","define-data-property","1.1.4","MIT","false","https://github.com/ljharb/define-data-property#readme","git+https://github.com/ljharb/define-data-property.git","node_modules/define-data-property"
"server","define-data-property","1.1.4","MIT","false","https://github.com/ljharb/define-data-property#readme","git+https://github.com/ljharb/define-data-property.git","server/node_modules/define-data-property"
"client","define-lazy-prop","2.0.0","MIT","false","","sindresorhus/define-lazy-prop","node_modules/define-lazy-prop"
"client","define-properties","1.2.1","MIT","false","","git://github.com/ljharb/define-properties.git","node_modules/define-properties"
"server","define-properties","1.2.1","MIT","false","","git://github.com/ljharb/define-properties.git","server/node_modules/define-properties"
"client","define-property","0.2.5","MIT","false","https://github.com/jonschlinkert/define-property","jonschlinkert/define-property","node_modules/define-property"
"server","defu","6.1.7","MIT","false","","unjs/defu","server/node_modules/defu"
"client","delayed-stream","1.0.0","MIT","false","https://github.com/felixge/node-delayed-stream","git://github.com/felixge/node-delayed-stream.git","node_modules/delayed-stream"
"server","delayed-stream","1.0.0","MIT","false","https://github.com/felixge/node-delayed-stream","git://github.com/felixge/node-delayed-stream.git","server/node_modules/delayed-stream"
"client","delegate","3.2.0","MIT","false","","zenorocha/delegate","node_modules/delegate"
"server","delegates","1.0.0","MIT","false","","visionmedia/node-delegates","server/node_modules/delegates"
"client","depd","2.0.0","MIT","false","","dougwilson/nodejs-depd","node_modules/depd"
"server","depd","2.0.0","MIT","false","","dougwilson/nodejs-depd","server/node_modules/depd"
"client","deprecated-decorator","0.1.6","MIT","false","https://github.com/vilic/deprecated-decorator#readme","git+https://github.com/vilic/deprecated-decorator.git","node_modules/deprecated-decorator"
"server","destr","2.0.5","MIT","false","","unjs/destr","server/node_modules/destr"
"client","destroy","1.2.0","MIT","false","","stream-utils/destroy","node_modules/destroy"
"server","destroy","1.2.0","MIT","false","","stream-utils/destroy","server/node_modules/destroy"
"client","detect-newline","3.1.0","MIT","false","","sindresorhus/detect-newline","node_modules/detect-newline"
"server","detect-newline","3.1.0","MIT","false","","sindresorhus/detect-newline","server/node_modules/detect-newline"
"client","detect-node","2.1.0","MIT","false","https://github.com/iliakan/detect-node","https://github.com/iliakan/detect-node","node_modules/detect-node"
"server","dfa","1.2.0","MIT","false","https://github.com/devongovett/dfa#readme","git+ssh://git@github.com/devongovett/dfa.git","server/node_modules/dfa"
"client","dicer","0.3.0","MIT","false","","http://github.com/mscdex/dicer.git","node_modules/dicer"
"client","diff-sequences","27.5.1","MIT","false","","https://github.com/facebook/jest.git","node_modules/diff-sequences"
"server","diff-sequences","29.6.3","MIT","false","","https://github.com/jestjs/jest.git","server/node_modules/diff-sequences"
"client","dir-glob","3.0.1","MIT","false","","kevva/dir-glob","node_modules/dir-glob"
"client","dns-packet","5.6.1","MIT","false","https://github.com/mafintosh/dns-packet","mafintosh/dns-packet","node_modules/dns-packet"
"client","dom-converter","0.2.0","MIT","false","","https://github.com/AriaMinaei/dom-converter","node_modules/dom-converter"
"client","dom-event-types","1.1.0","MIT","false","","https://github.com/eddyerburgh/dom-event-types","node_modules/dom-event-types"
"client","dom-serializer","1.4.1","MIT","false","","git://github.com/cheeriojs/dom-renderer.git","node_modules/dom-serializer"
"client","dom-walk","0.1.2","MIT","false","https://github.com/Raynos/dom-walk","git://github.com/Raynos/dom-walk.git","node_modules/dom-walk"
"client","domexception","2.0.1","MIT","false","","jsdom/domexception","node_modules/domexception"
"client","dot-case","3.0.4","MIT","false","https://github.com/blakeembrey/change-case/tree/master/packages/dot-case#readme","git://github.com/blakeembrey/change-case.git","node_modules/dot-case"
"client","dot-prop","4.2.1","MIT","false","","sindresorhus/dot-prop","node_modules/dot-prop"
"client","dunder-proto","1.0.1","MIT","false","https://github.com/es-shims/dunder-proto#readme","git+https://github.com/es-shims/dunder-proto.git","node_modules/dunder-proto"
"server","dunder-proto","1.0.1","MIT","false","https://github.com/es-shims/dunder-proto#readme","git+https://github.com/es-shims/dunder-proto.git","server/node_modules/dunder-proto"
"client","duplexer","0.1.2","MIT","false","https://github.com/Raynos/duplexer","git://github.com/Raynos/duplexer.git","node_modules/duplexer"
"client","eastasianwidth","0.2.0","MIT","false","","git://github.com/komagata/eastasianwidth.git","node_modules/eastasianwidth"
"client","easy-stack","1.0.1","MIT","false","https://github.com/RIAEvangelist/easy-stack#readme","git+https://github.com/RIAEvangelist/easy-stack.git","node_modules/easy-stack"
"server","ecc-jsbn","0.1.2","MIT","false","https://github.com/quartzjer/ecc-jsbn","https://github.com/quartzjer/ecc-jsbn.git","server/node_modules/ecc-jsbn"
"client","ecstatic","3.3.2","MIT","false","https://github.com/jfhbrook/node-ecstatic","git@github.com:jfhbrook/node-ecstatic.git","node_modules/ecstatic"
"client","editorconfig","1.0.7","MIT","false","","git://github.com/editorconfig/editorconfig-core-js.git","node_modules/editorconfig"
"client","ee-first","1.1.1","MIT","false","","jonathanong/ee-first","node_modules/ee-first"
"server","ee-first","1.1.1","MIT","false","","jonathanong/ee-first","server/node_modules/ee-first"
"server","effect","3.21.0","MIT","false","https://effect.website","https://github.com/Effect-TS/effect.git","server/node_modules/effect"
"client","elegant-spinner","1.0.1","MIT","false","","sindresorhus/elegant-spinner","node_modules/elegant-spinner"
"client","emittery","0.8.1","MIT","false","","sindresorhus/emittery","node_modules/emittery"
"server","emittery","0.13.1","MIT","false","","sindresorhus/emittery","server/node_modules/emittery"
"client","emoji-regex","8.0.0","MIT","false","https://mths.be/emoji-regex","https://github.com/mathiasbynens/emoji-regex.git","node_modules/emoji-regex"
"server","emoji-regex","8.0.0","MIT","false","https://mths.be/emoji-regex","https://github.com/mathiasbynens/emoji-regex.git","server/node_modules/emoji-regex"
"client","emojis-list","3.0.0","MIT","false","https://nidecoc.io/Kikobeats/emojis-list","git+https://github.com/kikobeats/emojis-list.git","node_modules/emojis-list"
"server","empathic","2.0.0","MIT","false","","lukeed/empathic","server/node_modules/empathic"
"server","enabled","2.0.0","MIT","false","","git://github.com/3rd-Eden/enabled.git","server/node_modules/enabled"
"client","encodeurl","2.0.0","MIT","false","","pillarjs/encodeurl","node_modules/encodeurl"
"server","encodeurl","2.0.0","MIT","false","","pillarjs/encodeurl","server/node_modules/encodeurl"
"client","end-of-stream","1.4.5","MIT","false","https://github.com/mafintosh/end-of-stream","git://github.com/mafintosh/end-of-stream.git","node_modules/end-of-stream"
"client","enhanced-resolve","5.22.0","MIT","false","http://github.com/webpack/enhanced-resolve","git://github.com/webpack/enhanced-resolve.git","node_modules/enhanced-resolve"
"client","enquirer","2.4.1","MIT","false","https://github.com/enquirer/enquirer","enquirer/enquirer","node_modules/enquirer"
"client","env-ci","7.1.0","MIT","false","https://github.com/semantic-release/env-ci#readme","https://github.com/semantic-release/env-ci.git","node_modules/env-ci"
"client","error-ex","1.3.4","MIT","false","","qix-/node-error-ex","node_modules/error-ex"
"server","error-ex","1.3.4","MIT","false","","qix-/node-error-ex","server/node_modules/error-ex"
"client","error-stack-parser","2.1.4","MIT","false","https://www.stacktracejs.com","git://github.com/stacktracejs/error-stack-parser.git","node_modules/error-stack-parser"
"client","es-abstract","1.24.2","MIT","false","","git://github.com/ljharb/es-abstract.git","node_modules/es-abstract"
"server","es-abstract","1.24.2","MIT","false","","git://github.com/ljharb/es-abstract.git","server/node_modules/es-abstract"
"client","es-array-method-boxes-properly","1.0.0","MIT","false","https://github.com/ljharb/es-array-method-boxes-properly#readme","git+https://github.com/ljharb/es-array-method-boxes-properly.git","node_modules/es-array-method-boxes-properly"
"client","es-define-property","1.0.1","MIT","false","https://github.com/ljharb/es-define-property#readme","git+https://github.com/ljharb/es-define-property.git","node_modules/es-define-property"
"server","es-define-property","1.0.1","MIT","false","https://github.com/ljharb/es-define-property#readme","git+https://github.com/ljharb/es-define-property.git","server/node_modules/es-define-property"
"client","es-errors","1.3.0","MIT","false","https://github.com/ljharb/es-errors#readme","git+https://github.com/ljharb/es-errors.git","node_modules/es-errors"
"server","es-errors","1.3.0","MIT","false","https://github.com/ljharb/es-errors#readme","git+https://github.com/ljharb/es-errors.git","server/node_modules/es-errors"
"client","es-module-lexer","2.1.0","MIT","false","https://github.com/guybedford/es-module-lexer#readme","git+https://github.com/guybedford/es-module-lexer.git","node_modules/es-module-lexer"
"client","es-object-atoms","1.1.2","MIT","false","https://github.com/ljharb/es-object-atoms#readme","git+https://github.com/ljharb/es-object-atoms.git","node_modules/es-object-atoms"
"server","es-object-atoms","1.1.2","MIT","false","https://github.com/ljharb/es-object-atoms#readme","git+https://github.com/ljharb/es-object-atoms.git","server/node_modules/es-object-atoms"
